artist,genre,title,album,lyrics,labels
The Jam,Rock,Mr. Clean,All Mod Cons,sine domn clean prinde autobuz ceas prinde ploaie mr clean vedea privind vrea pri domn curat pri domn curat pri domn curat vis destul tânăr vrea ruga uita vrea vrea lipi gri enervă birou anual costum inteligent albastru duce pagină vremurile potrivi tat domn mr,"['Amazement', 'Power', 'Sadness', 'Tension']"
Miranda Lambert,Country,Mama’s Broken Heart,Four the Record,breton foarfece nume durere detriment ficat continuare putea opri jur sune putea auzi girl run ridica bine lucru inim mamă putea dramatic camelot lăsa meci sine alegere mamă veni moale prindere buz salva du remedia ascunde nebunie crește bine ochi vrea reduce ochi lung timp reduce neam linie linie lung timp reduce du machiaj rupere ascunde nebun actină ridica bine destramă inim mamă,"['Nostalgia', 'Power', 'Sadness']"
Catatonia,Rock,"Dazed, Beautiful And Bruised",Equally Cursed and Blessed,got Work cut toră carpet burns bruises blue see wear Well accessorya time changu uniform hand onă day onă lives insid feel samă way used dazed beautif bruised dazed beautif bruised blamă ona way street cale durere vrea veni linie crede ală putea deveni minciunile ero oră oră,"['Nostalgia', 'Power', 'Tension']"
The Mission UK,Rock,Stay With Me,God’s Own Medicine,iubitor timp sine cameră blocă linie fum foc spire praf podi buză legat nedormit petrece cer cer sta duce jos interior loc timp vorbi timp furtiv dragoste iub promisiune pur formă trecere conduce noapte atingere distragere lumina timp dragoste sta,"['Calmness', 'Tenderness']"
Loretta Lynn,Country,In the sweet bye and bye,Hymns,teren echitabil putea vedea departe cale loc locui acolo dulce vrea frumos vrea frumos abundent vrea oferi tribut glorios iubire dulce vrea frumos dulce vrea frumos vrea frumos,"['Amazement', 'Calmness', 'Joyful activation', 'Power', 'Tenderness']"
R.E.M.,Rock,Orange Crush,Green,lua coloană lua zdrobitoare coloan primi portocaliu zdrobitor liber distra acum timp sluji veni repede liber distra acum timp servi intra repede veni val veni cerc cerc cerc opri considera centră trotuar stivui camion caz nar caz vorbă camion caz vorbă nară cavalet sine afla buzit amintindu whirlybird ochelari scoate repede veni val veni veni val veni,"['Calmness', 'Nostalgia', 'Power', 'Solemnity']"
Kenny Rogers,Country,Crazy,Greatest Hits,cuvânt simți inimă minte dure lume crede nebun vedea crede dragoste totdeauna crede nebun nebun vedea,"['Amazement', 'Sadness', 'Tenderness']"
Luke Bryan,Country,Country Girl (Shake It for Me),Tailgates & Tanlines,fată merge departe acum lume sine mic boom mare camion gon na na deschide na stomp cizmă gon na love url capotă tractor instrument hayon fată putea lucru scutură rock sine ridica break dj melodie Shak jos greieră criteriu fată awwe country Shak Shak shak sweet country Girl shild schol girl shak Shak sweet Sweep girl shak Shak sweet Girl gatt mugur ponă vino jur mare ol fir scutură sta rednecks sine sine veni scutură jos scutură scutură scutură dj scutură scutură scutură scutură scutură scutură scutură critic awwe country Shak acum deal pin fluxure rost vrea lua jos seamă deal dor young bucks sitting rednecks rocking til break dawn dj spinning country song com com com birds shake catfish swimminge deep creek crickets critters squirrels shak Moon shak girl awwe country Girl Shak fat fat,"['Amazement', 'Joyful activation', 'Tenderness']"
N.W.A,Hip-Hop,She Swallowed It,Efil4zaggin,bil lua copil lua copil vrea pur simplu suge pulă tati buz mare pul lume vrea matter bit talking nympho goes info bitch Whole crew get much mak bets Ho would love go giv drum roll dumb bitch licks asshol let videotape gang niggas bitch would let rape likes sucking linge nuc lua spune rapper pizdă snapper lichetă lua cere mc ren urc vanilie som ol crazy shit start fit cuz bitch sucked hellified dick onă night car full niggas straight drove thought wuz comminge start troublu fiv niggas bucket neighborhood Ho expect gon na dogg like doggy thirty minutes later Windowz foggy car fit cuz spune nenorocit naibă dor nigge ho putea drac spune duce drac duce uita niggas lăsa Pussy piept vrea putea pussy piept predicator Ho suge pulă profesionist specializă priv trece pul spune repede sug pulă descompunere fapt simplu vrea suge pulă putea plăcea rahat principal spune bitch timp bitch timp seamă suge bitches continuare fall grounda open mouth put move shit around like trying suck meat chicken bon let go nut dick Last drop unclogging Pipe stupid bitch samă shit next night quit cuz addicted addicted addicted suge pulă,"['Joyful activation', 'Power']"
Reba McEntire,Country,Stronger Than the Truth,Stronger Than the Truth,visa dor mic ban buzunar linie auzi nume recunoaște acum sigur sunet tare lucru sunet sunet sunet sunet sunet deoarece sunet deoarece sunet deoarece sunet deoarece sunet deoarece sunet deoarece sunet sunet deoarece sunet sunet deoarece sunet deoarece sunet deoarece sunet sunet sunet sunet sunet sunet sunet sunet sunet deoarece sunet sunet sunet deoarece soner low lower last onă know got new start new Whiskey stronger truth never think story Pulling Wool eyes somebody know another mailikram thu clock rewi drinking every drop knowing looking never ther sound sound loud silence Blade sharper lie low Lower last onă know got new start new Whiskey stronger truth thing pour glass pretend thid pain gon na end sound sound loud silence Blade sharper lie low Lower last onă know got new start new Whiskey stronger truth Whiskey puternic,"['Nostalgia', 'Sadness', 'Tension']"
Kenny Rogers,Country,(Something Inside) So Strong,Something Inside So Strong,deveni lua departe repede vrea refuza decide indiferent interior puternic putea crede puternic interior puternic crede interior puternic interior puternic crede vrea interior puternic interior puternic crede interior puternic interior puternic crede interior puternic interior puternic crede ascunde ziduru minciunile vrea veni sine loc timp risipi vrea vrea orbi puternic putea crede interior puternic interior fratelor puternic suficient bun bine priv ochi spune gon na puternic putea crede interior puternic interior puternic interior puternic interior puternic putea,"['Power', 'Solemnity']"
The Doors,Rock,Five to One,Waiting For The Sun,haidă plăcea fată bine bine ieși acum copil gon na sine puternic putea dura putea dura prime număr noapte sine apropia umbră seară sine lung plimbă podi floare oră dimes gon na sine sine sine aha haid vrea vrea acolo timp vrea vedea om sine reune trebui trebui cameră,"['Power', 'Solemnity', 'Tenderness']"
The Replacements,Rock,Favorite Thing,Let It Be ,flash rup Cazi donna vrea donna naib fumez bea simți umfla auzi crede ciudat singur spune spune auzi feel thid way gon na never change hear think know rock giv shit know favorit thing favorit thing bar favorit thing favorit thing think bige think bige think bige think bige think bige think bige think think think think think think think think,"['Joyful activation', 'Sadness', 'Tenderness', 'Tension']"
David Bowie,Rock,Dollar Days,★ (Blackstar),cash girls got enemies walking nothing nothing see never see evergreens running nothing nothing see dying push backs grain fool Bitches tear magazines foaming onă second forgetting dying dollar days survival sex stretching tails necks fallinge nothing nothing see never see evergreens running nothing nothing see dying push backs grain fool gonă wrong bitter nerva ends never end fallinge crede uită,"['Nostalgia', 'Sadness', 'Tenderness', 'Tension']"
The Church,Rock,A New Season,Starfish,apă cristal dumnezeu apropiere sezon trece cado senzorial veni sine sta soare ciudat bechilder salva foc atinge fin trece soare cald sezon curet croi ciudat preotes,"['Amazement', 'Calmness', 'Nostalgia', 'Power', 'Solemnity']"
Faith Hill,Country,Piece of My Heart,Take Me As I Am,singur putea femeie spune crede bine gon na femeie putea greu acum inimă rupe inim acum ajunge bine auzi tim tell stand pain arms start singing comă com com piece heart piece heart another little piece heart baby Caus know got makes feel good Good time tell pain arms start singing comă com com inimă acum iubito lua inimă rupe inim acum bine bine inimă acum iubito rupe inimă,"['Nostalgia', 'Power', 'Sadness', 'Tenderness', 'Tension']"
Rita Marley,Reggae,So much things to say,Sings Bob Marley... And Friends,lucru spune acum lucru spune lucru spune acum lucru spune vrea uita nici_un caz vrea uita nici_un caz fură vrea uita nici_un caz nici_un merge spune lucru spune lucru spune lupt carne timp timp timp jah timp timp timp timp lege lege dovedi toamna ploaie acum cadă ploaie primi lucru spune acum primi lucru spune veni lupt carne loc joc jos timp timp timp sta ferm jah lauda justifică lege lege dovedi spune crede timp zvon fapt umor,"['Power', 'Solemnity', 'Tension']"
The Kinks,Rock,David Watts,Something Else by the Kinks,plictisitor simplu putea spune durea putea dor putea fa fa fa fa fa fa fa fa fa vrea sta perna noaptea putea seamă putea condamna volan lua examen seamă putea condamna volan lua examen seamă putea condam wish could like bu like Life like bu wish could like fa fa fa fa head boy school captain tea gay fancy free could like girls neighbourhood try go try Best Succeed pură noblă breed wish could wish fa fa fa fa wish wish wish fa fa fa fa wish wish wish fa fa fa fa wish wish wish fa fa fa fa fa wish putea fa fa fa fa fa wish putea,"['Sadness', 'Solemnity', 'Tenderness', 'Tension']"
John Denver,Country,Follow Me,Take Me to Tomorrow,departe greu lucru singur merge parte parte jos jur lua spune vrea urma timp minte jur merge parte parte jos jur lua vrea spune vrea urma vedea dor lucru loc vrea merge loc acolo singur parte parte jos lua vrea urma,"['Sadness', 'Tenderness']"
The Doors,Rock,Roadhouse Blues,Morrison Hotel,ochi drum roat ochi drum roat merge rutier gon na moment bun drum primi Bungalo drum primi om plăcea coboara rulă lăsa rulă baby rula baby plimba ajunge roll roll roll trebui suflet drept roll roll roll roll suflet trebui ashen ashen ashen juramint acum trez bere bine trez primi bere bere roll baby roll rula baby sine noaptea,"['Amazement', 'Calmness', 'Joyful activation']"
Dolly Parton,Country,Girl in the Movies,Dumplin’ (Original Motion Picture Soundtrack),amortiza cotiere moi bun scaun film visare deoarece lumină sine argint pasiune fantezie vrea fată film ochi fat exemplu fată filmă poveste seamă doare bine fată stil poveste drum nichel timp petrece previzualizare lucru putea continua marcă vrea rolură principal vrea fată film ochi ochi rolură alege filmă poveste ochi rolur alege putea filmă poveste ochi rolură putea filmă timp vorbă timp sine timp fată show World stepping stepping feeling feeling proud girl want Girl movies girl movies na stand gon na enough dreams shatterede enough tearsă splatterede hav already girl want Girl film vrea vrea uita uita vrea fată filmă vrea vrea vrea gon na timp vrea vrea fericit vrea liber fată film,"['Amazement', 'Joyful activation', 'Nostalgia', 'Power']"
50 Cent,Hip-Hop,Big Rich Town,Power (Soundtrack from the Starz Original Series),say thidă big rich town com poorest part bright lights city lif got thid goes happen com vrea illegal baby got makă never took straight nowhere lif full twist turns bumps bruises liv learn citye full yellow Cabs skyscrapers hard get start thesă parts homie hell block away corner sine p profesional sap trage bol cure rap jigni om timp merge departe pachet flux regal regal subcover mincinos mint copertine ochi spune copil mut nici_un ezitare spune mare bogat veni parte lumină luminos stivu rahat duce legiti clip caz niggas cocain efort corporativ trebui pierde primi cuvânt instinct crede plan mare mare seamă mare mare mare sine afla mare trecere cer spune mare bogat veni parte lumină luminos primi,"['Amazement', 'Nostalgia', 'Power', 'Solemnity']"
David Bowie,Rock,“Heroes”,“Heroes”,rege vrea vrea alunga putea putea erou vrea bea timp iubitor fapt iubitor vrea putea fura timp putea erou totdeauna spune vrea delfin delfin putea vrea putea totdeauna vrea putea erou vrea rege vrea vrea alunga putea erou putea putea aminti sta picior perete putea cap parte putea bate totdeauna putea erou putea erou putea erou putea erou putea erou vrea ajuta mint,"['Amazement', 'Calmness', 'Power', 'Sadness', 'Tenderness']"
Jimmy Cliff,Reggae,Hakuna Matata,Rhythm of the Pride Lands,hakuna matată hakună matată hem hakuna matată hakună matată hakună matată lucra predominant parcurs timp lung timp hakuna matată hakună matat nici_un nebunie nici_un rest zilelor problem hakună matat tineret superficial tineret nemaipomenit reflexie bine joc auzi nevoie asculta hakună matat hakună matat nebunie rest zilelor problem hakună matat hakună matat hem hollolo iyo hakuna mata hem hekuna hakuna matat spere transmite trebui intestin soare rece spune pierdere timp seamă crea mondial hakună matat hakună matat nici_un nebunie nici_un rest zilelor problem hakună matat hakună matat hakună matat nebunie rest zilelor problem hakuna matată acum hakună matat nebunie rest zilelor problem,"['Amazement', 'Calmness', 'Joyful activation', 'Nostalgia', 'Power', 'Solemnity']"
Martina McBride,Country,Happy Girl,Evolution,pierde departe lacrim perdea desenat suflet izbucni liber primi lume dulce lucru vedea lume ascunde petrecer sine simți interior sine lume pantof concret petrecer sine fus lumină acum simți scoate inimă bun veni simți simți merge,"['Amazement', 'Nostalgia', 'Power']"
Stone Temple Pilots,Rock,Interstate Love Song,Purple,minciunil seemed watched time go thingsi Said hardest thing said dead lied southern train lied promises seemed watched time go thingsi said,"['Nostalgia', 'Sadness', 'Solemnity', 'Tenderness', 'Tension']"
Soundgarden,Rock,Black Hole Sun,Superunknown ,ochi ascunde sine soare fierb negru mort nume vrea auzi gaură soare vrea veni spele ploaie soare vrea veni vrea veni vrea veni frig umed cald vremurile prieten obosit lung somn merse rugă cer Iad departe soare vrea veni spele ploaie soare vrea veni vrea veni soare vrea veni spele ploaie soare vrea veni vrea veni soare gaură vrea veni soare gaură vrea veni soare gaură vrea veni soare gaură soare cap frică gaură soare veni ploaie soare vrea veni vrea veni soare vrea veni spele ploaie soare vrea veni vrea veni soare gaură vrea veni soare gaură vrea veni soare gaură vrea veni soare gaură vrea veni soare gaură vrea veni soare gaură vrea veni vrea veni,"['Sadness', 'Tension']"
Ziggy Marley,Reggae,Wild And Free,Wild and Free,foc arde libertate foc arde libertate foc arde libertate miros ridică sta timp refuza val sine realiza unchain aripa zboara totdeauna marijuan breve pace iubire bine corp bine suflet totdeauna copac marijuan crește totdeauna liber liber moarte refuza arbor crea vrea sine ridica totdeauna nedumere copac marijuan adier totdeauna elibera salva natură salvator trebui folosi bine domn rod copac ierbur,"['Calmness', 'Solemnity', 'Tension']"
Post Malone,Hip-Hop,No Option,Stoney (Deluxe),Ho curat mamă loc acum sine vrea rahat lume post album prim vrea dovedi rahat sine balansa acum fotografie lucra emisiune nevoie lucru timp lung timp urc sine crom trez dubs vrea intra vrea repede trecere spune gaz fund diamant sincronizare aston martin nici_un vrea dovedi rahat acum carpool spune spune zvon auzi spune copil vrea vrea repede primi pas liber spune funde iarb diamante trecere gaz rol diamant nici_un kilometraj lil vrea repede trecere spune gaz fund rolex diamanta sincronizare nici_un kilometraj veni hop vrea pune ban coupe dint,"['Amazement', 'Joyful activation', 'Power']"
Desmond Dekker,Reggae,(Poor Mi) Israelites,This Is Desmond Dekker,slaving domn israelien sine ridica domn bia pachet ang drage spune israeliti pas vrea ajunge jos ferm sune alarm spune ridic sclaving domn biat copil pachet ang drage spune israelites pas vrea ajunge bonny clyd alarm Mesraelites uita jos ies domn,"['Sadness', 'Solemnity', 'Tension']"
Kenny Chesney,Country,Get Along,Songs for the Saints,purta spune virginie biblie spune sine soare nume cer sine drum drum lung lung merge muri perfect timp putea seamă mom putea model panou publicitar photoshopped ochi singur natal vrea ajunge descompune blocă drum drum lung lung speria speria timp putea dragoste superior vopsi mamă melodie putea vrea sigur trebui drum putea drum trebui drum drum posibil drum trebui drum speriat speriat timp putea dragoste superior vopsi dansa bere melodie vrea,"['Amazement', 'Calmness', 'Joyful activation', 'Solemnity', 'Tenderness']"
The Sundays,Rock,Goodbye,Blind,promit revedere promit revedere dumnezeu trebui presupune exact vorbe promit revedere vechi mut bine putea genunchi sine vorbi deoarece cer sine copil spune spune ajunge rece cald moarte,"['Calmness', 'Nostalgia', 'Sadness', 'Solemnity', 'Tension']"
Loretta Lynn,Country,Wouldn’t It Be Great?,Wouldn’t It Be Great?,bine putea spune minte bine bine grozav putea sticlă grozav grozav grozav mare vechi grozav grozav drag acum mare nume sine mare nume om dragoste pierde dantelă sexy putea sticlă lua loc dragoste merge Grozav grozav vechi priv grozav grozav drag acum mare bine putea pur simplu bine putea grozav mare vechi priv grozav grozav drag acum mare grozav,"['Calmness', 'Nostalgia', 'Sadness', 'Tension']"
Steel Pulse,Reggae,Ku Klux Klan,Handsworth Revolution,business com foe disguised violence head toe holler bawl ku klux klan let go let go dem intention say tak blow ku klux klan ku man plimba singur samaritean zadar ku bine bine lua blow bine viol putea caz sine temă sine ascunde capotă Manti Bazez de drum black man putea black man putea scamva negru,"['Sadness', 'Tension']"
​​blink-182,Rock,Stay Together for the Kids,Take Off Your Pants and Jacket,hard shades hav pulled shut hoe pathetic makes sens ripa Things say Words rot Fall away stupid poem could thid home would read day holiday hope enjoy thid tim gav away Dead gonă remember thidă night twenty years lost right anger hurts ears running strong seven years rather fix problemă sens deloc zilnic putea vrea vrea durere spere buc muri pleca vrea aminti acum acum pierdut corect spere buc vrea mort vrea aminti acum corect corect corect corect corect,"['Nostalgia', 'Sadness', 'Tension']"
Desmond Dekker,Reggae,Hippopotamus,King of Ska: Greatest Hits,trece trebui bine hipocrit ipocri fece Gwan galang merge domnule trebui domn trebui hipopotamus hipopotamus gwan hipopotamus galang ipocritez hipopotamus nah fe Gwan,"['Power', 'Tension']"
Placebo,Rock,Without You I’m Nothing,Without You I’m Nothing,infatuare părea val vrea lua părea ajuta diapozitiv sentiment vrea lua instantaneu rahat pachet minciun vrea lua supraveghere ondular piele ascunde ascundere vrea lua tick unclean spleen părea pierde putere vorbire singur lua plan lateral cădea lateral deloc,['Sadness']
Loretta Lynn,Country,Lay Me Down,Full Circle,ridic cap ochi furtune burtic spirit teren solid vrea pace vrea vrea nevoie vrea nevoie ridica lire vrea pace jos vrea jos suflet vrea ridica vrea lume sine vrea vrea umple vrea valabil vans rupe afla suflet vrea sine părea sine vrea van rupe vrea vrea vans rupe vană afla vrea tears bounde peace Lay Lay someday sou ri fly away old world turn around peace lay Lay someday sou ri fly away old world turn around peace Lay Child cried,"['Nostalgia', 'Sadness', 'Tenderness', 'Tension']"
The Mission UK,Rock,Beyond the Pale,Children,frig apă tunet cerii val pluti urlet aduna putere alunga mare navighez Iad dincolo palid dincolo palid bit ocean ploaie dor furibunde mare aruncă apuca determina navighez Iad dincolo palid dincolo adunare furtun cruce creare country color copil mamă dragoste pierde mare timp val vrea drum vinde libertate jos val vrea mare drum vinde pierde mare timp val vrea drum vinde libertate jos val vrea mare drum vinde pierde mare navighez ridica iad dincolo palid dincolo palid dincolo palid dincolo palid,"['Calmness', 'Sadness', 'Solemnity', 'Tenderness']"
Reba McEntire,Country,I’m a Survivor,Greatest Hits Volume III: I’m a Survivor,born months early doctor gav days grace guess living thidă love die Bags Packed Walking baby girl without ought giv hard Headed single mom works two jobs loves copie sine crede aduce jos putea inimilor rupt ascunde coroan punte joc joc diferit plantă trece sine repede vrea conduce loc sine loc sine opri trebui,"['Amazement', 'Power', 'Solemnity', 'Tenderness']"
Johnny Cash,Country,Jackson,Carryin’ On With Johnny Cash And June Carter,fierbinte piper vorbi foc duce gon na jur duce priv merge bine departe du joc vorbi mare prost du gon na adun gon na stoope bow hah duce duce revedere scrie vrea jackson vrea dansa keg Ponei vrea conduce rotund hound coadă picior acum om vrea jackson bine om piper vorbi foc duce fapt merge bine fierbinte piper vorbi pleca foc,"['Solemnity', 'Tenderness']"
The Sundays,Rock,A Certain Someone,"Reading, Writing, and Arithmetic ",spune stea putea lume gratuit spune rugă hain nume spune putea lume vrea putea lume gratuit anumit cuiva cale suficient departe atent bloc lua ascensor lua ascensor suficient crede suficient rece,"['Amazement', 'Joyful activation', 'Power']"
Carrie Underwood,Country,Love Wins,Cry Pretty,copil vrea veni siran bulevard poveste politic naib ajunge everybody got pick side matter wrong vrea right goes hold onto hope let go caus sisters brothers made never fall walk hand hand put world believă end love winde takes lot faith Believing com day tears sadness pain hat nebunie sine vrea crede suroare vrea merge lume părea crede final iubire iubire puteru iubire iubire ajunge dragoste remedi dragoste dragosta crede crede crede soră crede crede crede soră crede crede crede soră crede vrea crede crede soră crede vrea crede crede soră crede crede crede soră crede vrea merge pune lume părea crede final dragoste iubire iubire vrea iubi putea iubi continuare iubire iubire vrea iubi putea iubi continuare,"['Power', 'Sadness', 'Solemnity', 'Tension']"
Wyclef Jean,Hip-Hop,Diallo,The Ecleftic 2 Sides II a Book,obosi vrea bucură vrea intra arunca cheile lumin doamnă trebui jefui putea uita temut temut respect noaptea aer inamic vrea foc parte diallo spune ajunge domn domn acum sine pace domn burta bestie domn vrea vampire supt uman poftă spune ajunge domn domn acum sine pace domn burta bestie domn auzi muri putea muri linie vrea foc parte diallo spune ajunge domn domn acum sine pace domn burta bestie domn vampire sukin uman poftă spune ajunge domn nici_un domn acum sine pace domn burta bestie sir diallo diallo similar spune crim eroare diallo diallo vrea judeca diallo diallo cuvânt duce loc putea ceasar ceasar dor nici_un pace dor egal diallo diallo similar crimă eroare diallo diallo vrea judeca diallo diallo conform cuvânt spune vrea om puternic vrea putea spune ajunge domn domn acum sine pace domn burta bestie domn vampire uman poftă spune ajunge domn domn acum sine pace domn burta bestie domn lichior diallo diallo similar putea auzi spirit callin putea auzi diallo diallo zece Diallo tuye diallo diallo diallo tuye diallo diallo diallo tuye diallo diallo diallo tuye diallo diallo diallo tuye diallo diallo diallo tuye diallo diallo diallo tuye diallo diallo diallo tuye diallo diallo diallo tuye diallo diallo diallo tuye diallo diallo diallo tuye diallo diallo diallo tuye diallo diallo diallo tuye diallo sine menm jen acum dipu săpa săpa,"['Nostalgia', 'Power', 'Sadness', 'Solemnity', 'Tension']"
The Kinks,Rock,Picture Book,The Kinks Are The Village Green Preservation Society,urc sat imagine book poză mamă lua papă timp demonstră sine iubi reciproc timp imagine costum sta soare fierbinte carte tat unchiu gras prieten pat mic dejun prieten feric timp poză poză poză carte poz poză poză carte poz poză poză timp timp timp timp timp,"['Nostalgia', 'Tenderness']"
R.E.M.,Rock,(Don’t Go Back To) Rockville,Reckoning,looking Watch third timă plăcea far far away enough going nobody says hello talk anybody Know wi factory filth nowhere left go walk home empty hoe sit know might sound strange coming Back befor long go Back rockville go Back rockville go back waste noaptea bea dormi preface rezolva problem departe mare bun sine aduce rockville rockville nevoie nevoie nevoie altc trebui putea ciudat crede vrea timp pierde,"['Sadness', 'Tenderness', 'Tension']"
Garnett Silk,Reggae,Complain,Give I Strength,sine nume lucru vrea vrea lăsa lucru trebui lumină sine ridica sine ridica trebui crede indiferent sine sine trebui crede trebui crea veni strict iubire invidia trebui schimbă acceptare putea spune om pantalon ridica nume lucru vrea fleac timp vrea sentiment vrea fle vedea vrea fleac vrea funda vrea persecută spune fals Jah spune extrem bucuros mare recompensa sine ridica sine sine lua drum crede crede crede crede laud crede crede crede trebui crede crede trebui crede crede crede trebui crede crede crede trebui slumber veni pleca strict iubire invidia tar melodie,"['Joyful activation', 'Power', 'Solemnity', 'Tension']"
Martina McBride,Country,I’m Gonna Love You Through It,Eleven,telefon izbucni lacrim medic confirmă temerile cancer discrimină pesă nevoie spune singur trebui striga puternic vrea ochi nevoie nevoie vrea slab vrea puternic vrea ochi nevoie nevoie vrea slab pierde speri moarte pas putea iubi spune prinde timp trebui lua planifică acum baggy ascunde lua cancer vrea sine spune crede putea slab vrea puternic drum vrea trebui jur vrea acolo uscă ochi pierde speri moarte pas lua putea iubi putea iubi,"['Calmness', 'Power', 'Sadness', 'Tenderness']"
The Jam,Rock,In the City,In the City,lucru vrea spune prost vrea spune vrea povesti idee tânăr transformi temer aur vrea spune vrea spune spune vorbă bine deoarece vorbă fapt bolnav bolnav uniforma auzi acum ucide vrea spune povestim idee lucru vrea spune spune,"['Sadness', 'Tension']"
The Who,Rock,The Kids Are Alright,My Generation,tipă fată bine destul bine trebui ies bine las bine bine simți scoate ajunge vrea minte tip fată bine destul bine trebui ies bine las bine bine simți trebui scoate scap vrea minte bine lăsa bine bine bine bine bine bine lăsa bine bine bine bine bine bine bine bine continuare bine bine bine,"['Sadness', 'Solemnity']"
Elvis Presley,Rock,All Shook Up,Elvis’ Golden Records,suflet copac fuzzy spune eroare scutură genunchi slab putea sta propriu noroc scutură ruga minte amesteca simți bine aproape iubi bine inimă bate speri moarte atinge fior prime buză vulcan fierbinte spune buttercup scutură limbă vorbe interior copac singur leac iubi bine atinge fior prime buză vulcan fierbinte spune fluture scutură scutură,"['Joyful activation', 'Power', 'Tenderness', 'Tension']"
Kendrick Lamar,Hip-Hop,​i (Album Version),To Pimp a Butterfly,microfon porni microfon aduce rapperu lume lume revean oferi joc mic veni sine prost vino Vino zgomot frate trece vrea papion apă sine usuce timp uita jur vrea jos dublu iubi iub ahh pune iubi iluminat părea timid iubi moment vrea spune afara bombe capotă rock linie f f model moment visă pace suflare pace cere bestie putea putea acum iubi spune vedea iubi ahh pune parte iub vrea veni vrea veni iubi plăcea gong cap microfon pace port inimă pist mizerabil compan dragoste vrea cicatric lume lume oar anonim oar promisiune promit nigga iubu uită spune vedea iubi ahh pune iubi lumină părea iubi plimbă picior gol picior gol jos val jos val iub iub inimă pleca num night night night lucru ocup depresie adolescent sine putea vedea mesaj putea lua frunte putea descurc negativ las anihilă evident mută meteor alerga corp argument afara caz putea salva timp putea ucidem putea salva lucru salvez lucru salva putea salva lucru putea salvez putea salvez lucru putea salvez putea salva lucru putea salvez putea salvez lucru putea salvez putea salvez lucru putea salvez juca victim juca niggas pierde pierde niggas lost bro exact timp pierdem timp nigga niggas timp frate timp timp timp rahat apreciem homies p frate mande spune iubi om iubi timp shit spune suficient verifica niggas deoarece timp shit spune suficient show muta deoarece cauză fapt shit spune suficient verifică spune shit spune suficient suficient microfon verificare microfon verificar microfon gong rahat acapella negr lucru promit dav vrea folosi sintagme spune bine bun nevoie suflet pop joc realitate retrage popă joc retrage real infam sensibil oferi bine direct regalită descriere acum termină istoriu trece vedere ascunde americă folosi pune joc melodie spune putea veni stea negru lua winfrey timp stea negru kendrick lamar oprah winfrey timp departe bine,"['Power', 'Sadness', 'Tension']"
R.E.M.,Rock,Man on the Moon,Automatic for the People,mizerie mic dejun twister let vedea cer listă acum auzi spune blocă pumn andy duce pierdem atingere pune mois merge jos personal tulbură oribil asp galben acum auzi spune blocă pumn andy duce iubito pune mic agita ofertă loc acum auzi lucru spune blocă pumn andy duce pierdem atingere pune om pune pune crede,"['Amazement', 'Joyful activation', 'Nostalgia']"
Pearl Jam,Rock,Mind Your Manners,Lightning Bolt,sentiment nefericit simți termină crede acum ieși lua lua lung timp spune minte manier prinde nevoie acolo putea folosi acum patience tried world Long love makes saying mi manners solv mysteries right around corner could bu bigger could sky could elt along saying manners praying solv mister jur putea mare putea vrea cer putea merge cer umfla plăcea iad viu du cere umfla plăcea iad viu du cere umfla plăcea iad viu,"['Sadness', 'Tension']"
Eminem,Hip-Hop,The Real Slim Shady,The Marshall Mathers LP,ruga ruga repet ruga ridica gon na podi pam izbucni fund agh nici_un spune crede spune mort subsol femeie feminist iubu eminem chicka chicka slim uita flipping probabil cap sine bum buză noroc putea mic mesaj transmite mic clitoris femeie desigur gon na sexual moment lovi clasă primi canal descoperire nothing mammals well us cannibals cut peoplu open like cantaloupes hump dead animals antelopes reason man man elope feel like feel got antidot Wavă pantyhose sing goes yes real imitating real stand ples stand ruga ridica slim umbrit umbrit umbră vrea ruga ridica ruga ridica ruga ridica raps vinde record bine drac drac crez naibiu putea stomac ciudă Better switch scaun putea sta auzi sine certa privire cap pune mtv crede trebui descarc audio lume agh enerva trimite distrug sine potrivi pur simplu drac sine putea lucru bun slim umbri umbrit umbră vrea ruga ruga ruga slim umbrit umbrit umbră vrea ruga ridica ruga ridica ruga ridica excursie cap asculta lucru cameră singur primi mingile spune fals microfon scuipa plăcea putea sine putea putea putea amuzant ritm duce vrea singur fund medical vrea opri viagra putea lucra inel parcare drac minte control afara tare merge slimy umbrit umbră vrea ruga ridica ruga ridica ruga ridica slim umbrit umbrit umbră vrea ruga ridica ruga ridica ruga ridica slim umbrit umbrit umbră vrea ruga ridica ruga ridica ruga ridica slim umbrit umbrit umbră vrea ruga ridica ruga ridica ruga ridica umbrit drac sine ridica,"['Power', 'Tension']"
