artist,genre,title,album,lyrics,labels
Johnny Cash,Country,Hurt,American IV: The Man Comes Around,I hurt myself today To see if I still feel I focus on the pain The only thing that is real The needle tears a hole The old familiar sting Try to kill it all away But I remember everything What have I become My sweetest friend? Everyone I know Goes away in the end And you could have it all My empire of dirt I will let you down I will make you hurt I wear this crown of thorns Upon my liar 's chair Full of broken thoughts I can not repair Beneath the stains of time The feelings disappear You are someone else I am still right here What have I become My sweetest friend? Everyone I know Goes away in the end And you could have it all My empire of dirt I will let you down I will make you hurt If I could start again A million miles away I would keep myself I would find a way,['Sadness']
Lucky Dube,Reggae,Back To My Roots,Slave,I and my go to a naughty party one day Them said it ' s gon na be irie there But when I and my go to a naughty party I and I was disappointed All we could hear there was their crackadoo All we could hear there was their Shoobee doobee And the music they played there Was not good for a rasta man It was not good for a Jah man x3 I ' m going back to my roots Reggae music is all that I need All we could hear there was their crackadoo All we could hear there was their Shoobee doobee And the music they played there Was not good for a rasta man It was not good for a Jah man x2 Reggae is mine reggae is mine Reggae is mine fade till fade,"['Calmness', 'Joyful activation', 'Tension']"
The Smiths,Rock,Ask,The World Won’t Listen,"Shyness is nice and shyness can stop you From doing all the things in life you had like to Shyness is nice and shyness can stop you From doing all the things in life you had like to So if there is something you had like to try If there is something you had like to try Ask me I will not say "" no "" How could I? Coyness is nice and coyness can stop you From saying all the things in life you had like to So if there is something you had like to try If there is something you had like to try Ask me I will not say "" no "" How could I? Spending warm summer days indoors Writing frightening To a girl in Luxembourg Ask me ask me ask me Ask me ask me ask me Because if it is not love Then it is the bomb the bomb the bomb the bomb the bomb the bomb the bomb that will bring us together Nature is a language - can not you read? Nature is a language - can not you read? So ask me ask me ask me Ask me ask me ask me Because if it is not love Then it is the bomb the bomb the bomb the bomb the bomb the bomb the bomb that will bring us together If it is not love Then it is the bomb Then it is the bomb that will bring us together So ask me ask me ask me Ask me ask me ask me","['Joyful activation', 'Nostalgia', 'Tenderness']"
Carrie Underwood,Country,The Champion,Cry Pretty,I ’ ll be the last one standing Two hands in the air I ’ m a champion You ’ ll be looking up at me when it ’ s over I live for the battle I ’ m a soldier I ’ m a fighter like Rocky Put you flat on your back like Ali I ’ m the greatest I ’ m stronger Paid my dues can ’ t lose I 'm a own ya I ’ ve been working my whole life And now it ’ s do or die I am invincible unbreakable Unstoppable unshakeable They knock me down I get up again I am the champion you ’ re gon ’ know my name You can ’ t hurt me now I can ’ t feel the pain I was made for this I was born to win I am the champion When they write my story they are gon na say that I did it for the glory But don ’ t think that I did it for the fame I did it for the love of the game And this is my chance I ’ m taking All them old records I ’ m breaking All you people watching on the TV You go ahead and put your bets on me I ’ ve been waiting my whole life To see my name in lights I am invincible unbreakable Unstoppable unshakeable They knock me down I get up again I am the champion you ’ re gon ’ know my name You can ’ t hurt me now I can ’ t feel the pain I was made for this I was born to win I am the champion Born champion Luda! The C is for the courage I possess through the trauma H is for the hurt but it ’ s all for the honor A is for my attitude working through the patience Money comes and goes so the M is for motivation Got ta stay consistent the P is to persevere The I is for integrity innovative career The O is optimistic open and never shut And the N is necessary ' cause I ’ m never givin ’ up See they ask me how I did it I just did it from the heart Crushing the competition been doing it from the start They say that every champion is all about his principles Carrie! I am invincible unbreakable Unstoppable unshakeable They knock me down I get up again I am the champion you ’ re gon ’ know my name You can ’ t hurt me now I can ’ t feel the pain I was made for this I was born to win I am the champion I ’ m the champion surpassed all rivals It ’ s all about who wants it the most I am the champion ohh Fight for what we believe in That ’ s what champions are made of I am the champion champion,"['Amazement', 'Calmness', 'Joyful activation', 'Power', 'Solemnity']"
Shaggy,Reggae,Angel,Hot Shot,Now this one 's dedicated to all the youths who want to say nice things to all dem girls Heh heh heh shooby dooby dooby doo boy shooby doo Treat her like diamonds and pearls Dedicated to all the girls around the world Now Now this is Rayvon and Shaggy with a combination you can not miss Heh heh heh shooby doo dooby doo boyoy Flip this one ' pon the musical disc Well wah wah wah Girl you are my angel you are my darling angel Closer than my peeps you are to me baby Tell them Shorty you are my angel you are my darling angel Girl you are my friend when i am in need lady Life is one big party when you are still young But who is gon na have your back when it is all done? it is all good when you are little you have pure fun can not be a fool son what about the long run? Looking back Shorty always mention Said me not giving her much attention She was there through my incarceration I wanna show the nation my appreciation Girl you are my angel you are my darling angel Closer than my peeps you are to me baby Tell them Shorty you are my angel you are my darling angel Girl you are my friend when i am in need lady you are a queen and so you should be treated Though you never get the loving that you needed Could have left but I called and you heeded Begged and I pleaded mission completed Mama said that I and I dissed the program Not the type to mess around with her emotion But the feeling that I have for you is so strong Been together so long and this could never be wrong Girl you are my angel you are my darling angel Closer than my peeps you are to me baby Tell them tell them Shorty you are my angel you are my darling angel Girl you are my friend when i am in need lady Girl in spite of my behavior said i am your savior You must be sent from up above And you appear to me so tender say girl I surrender Thanks for giving me your love Girl in spite of my behavior well you are my savior You must be sent from up above And you appear to me so tender well girl I surrender Said thanks for giving me your love Now life is one big party when you are still young And who is gon na have your back when it is all done it is all good when you are little you have pure fun can not be a fool son what about the long run Looking back Shorty always mention Said me not giving her much attention She was there through my incarceration I wanna show the nation my appreciation Girl you are my angel you are my darling angel Closer than my peeps you are to me baby Shorty you are my angel you are my darling angel Girl you are my friend when i am in need lady Girl you are my angel you are my darling angel Closer than my peeps you are to me baby Tell them Shorty you are my angel you are my darling angel Girl you are my friend when i am in need lady,"['Joyful activation', 'Tenderness']"
Snoop Dogg,Hip-Hop,Drop It Like It’s Hot,R&G (Rhythm & Gangsta): The Masterpiece,"Snoop Snoop When the pimp 's in the crib ma Drop it like it is hot drop it like it is hot drop it like it is hot When the pigs try to get at you Park it like it is hot park it like it is hot park it like it is hot And if a nigga get a attitude Pop it like it is hot pop it like it is hot pop it like it is hot I got the Rolly on my arm and i am pouring Chandon And I roll the best weed ‘ cause I got it going on i am a nice dude with some nice dreams See these ice cubes? See these Ice Creams? Eligible bachelor million dollar boat that is whiter than what is spilling down your throat The Phantom exterior like fish eggs The interior like suicide wrist red I can exercise you this can be your Phys. Ed Cheat on your man ma that is how you get ahizzead Killer with the beat I know killers in the street With the steel that 'll make you feel like Chinchilla in the heat So do not try to run up on my ear Talking all that raspy shit trying to ask me shit When my niggas fill your vest they am not gong pass me shit You should think about it take a second Ding Matter fact you should take four b And think before you fuck with lil Skateboard P When the pimp 's in the crib ma Drop it like it is hot drop it like it is hot drop it like it is hot When the pigs try to get at you Park it like it is hot park it like it is hot park it like it is hot And if a nigga get a attitude Pop it like it is hot pop it like it is hot pop it like it is hot I got the Rolly on my arm and i am pouring Chandon And I roll the best weed ‘ cause I got it going on i am a gangsta but you all knew that Da Big Boss Dogg I had to do that I keep a blue flag hanging out my backside But only on the left side that is the Crip side am not no other way to play the game the way I play I cut so much you thought I was a DJ "" Two one yep three! "" S - N double O - P D - O double G I can not fake it just break it and when I take it See I specialize in making all the girls get naked So bring your friends all of you all come inside We got a world premiere right here now get live! So do not change the dizzle turn it up a little I got a living room full of fine dime brizzles Waiting on the Pizzle the Dizzle and the Chizzle G 's to the bizzack — now ladies here we gizzo! When the pimp 's in the crib ma Drop it like it is hot drop it like it is hot drop it like it is hot When the pigs try to get at you Park it like it is hot park it like it is hot park it like it is hot And if a nigga get a attitude Pop it like it is hot pop it like it is hot pop it like it is hot I got the Rolly on my arm and i am pouring Chandon And I roll the best weed ‘ cause I got it going on i am a bad boy with a lot of hoes Drive my own cars and wear my own clothes I hang out tough i am a real boss Big Snoop Dogg he is so sharp On the TV screen and in the magazines If you play me close you are on a red beam you got a gun so you wanna pop back? AK - 47 now nigga stop that! Cement shoes now i am on the move Your family 's crying now you on the news They can not find you and now they miss you Must I remind you i am only here to twist you Pistol - whip you dip you then flip you Then dance to this mothafucking music we Crip to Subscribe nigga get your issue Baby come close let me see how you get loose! When the pimp 's in the crib ma Drop it like it is hot drop it like it is hot drop it like it is hot When the pigs try to get at you Park it like it is hot park it like it is hot park it like it is hot And if a nigga get a attitude Pop it like it is hot pop it like it is hot pop it like it is hot I got the Rolly on my arm and i am pouring Chandon And I roll the best weed ‘ cause I got it going on Snoop Snoop","['Power', 'Tension']"
Bob Marley & The Wailers,Reggae,Easy Skanking,Kaya (Remastered),Easy skanking skanking it easy Easy skanking skanking it slow Easy skanking skanking it easy Easy skanking skanking it slow Excuse me while I light my spliff spliff Good God I got to take a lift lift From reality I just can not drift drift that is why I am staying with this riff riff Take it easy easy skanking Lord I take it easy easy skanking Take it easy easy skanking Got to take it easy easy skanking See we are taking it easy - wah - da We taking it slow - wah - da Taking it easy easy Got to take it slow slow - slow So take it easy easy skanking - - - take it easy easy skanking Take it easy easy skanking - - - Take it easy. easy skanking Excuse me while I light my spliff spliff God I got to take a lift lift From reality I just can not drift drift that is why I am staying with this riff riff Take it easy taking it easy Got to take it easy taking it slow Take it easy taking it easy Skanky take it easy taking it slow Tell you what Herb for my wine - wa - - da Honey for my strong drink - wa - - da Herb for my wine - wa - - da Honey for my strong drink I shake it easy taking it easy Skanky take it easy skanking it slow Take it taking it easy easy Take it skanking it slow easy Take it easy taking it easy - -! skanking it slow Little bit easier taking it easy Skanky take it easy skanking it slow Take it easy Take it easy Take it easy,"['Calmness', 'Joyful activation', 'Solemnity']"
The Sisters of Mercy,Rock,Walk Away,First and Last and Always,And in the summer when the clouds show through I might go the same way too if You and I could talk together Well what am I supposed to do with You and I would walk together Then with always close around and Now you gaze toward the doorway When the weather comes falling down And when the rain comes down Would you choose to walk or stay? Would you choose to walk? Would you choose to stay? Would you Walk walk walk walk walk away away away away away away away Away away walk away Would you choose to walk away? And when the rain comes down Would you choose to walk or stay? Would you choose to walk? Would you choose to stay? Would you Walk walk walk walk walk away Though when the day is nearly through I might see the same way too if You would name the things that bring you down On me so I could say it is Not quite true if you do not really Know or understand the circumstance Behind then I might clear your mind And you will not have to go so...,"['Calmness', 'Nostalgia', 'Sadness', 'Solemnity', 'Tenderness', 'Tension']"
The Charlatans,Rock,One to Another,Tellin’ Stories,One to another Sister and a brother And changing the way that you feel Pleased to meet you Hope I never see you i will be at ease watching you sleep watching you smile Love I adore you Always looking for you And i will be there whenever you need me Be my Spiderwoman i will be your Spiderman I hear our day is coming Grows sweeter every year Tomorrow could be too easy And today 's going to be too near Justice for believers and love can keep the faith I do not need you I can not buy you I can not hurt you One to another Peace to my brother Always giving me his thing for free Sad to knock you it is good to rock you And i will do it the best that I can I hear our day is coming Gets sweeter every year Tomorrow 's gon na be too easy And today 's gon na be too near Trust is for believers and love can keep the faith I do not need you I can not buy you I can not hurt you Stand by my accusations i will come clean I do not need no vice I know you want to keep me waiting I think its funny that you might Love is hard to leave And it is hard to never have Can you please crawl out of your window You can play with all my love Box up all our records And a head full of ideas And a hand full of escape routes they are going to burn you,"['Tenderness', 'Tension']"
The Beatles,Rock,Don’t Let Me Down,Hey Jude,do not let me down do not let me down do not let me down do not let me down Nobody ever loved me like she does she does she does And if somebody loved me like she do me she do me Yes she does do not let me down do not let me down do not let me down do not let me down i am in love for the first time do not you know it is gon na last it is a love that lasts forever it is a love that has no past Seeking past do not let me down do not let me down do not let me down do not let me down And from the first time that she really done me she done me She done me good I guess nobody ever really done me she done me She done me good do not let me down do not let me down do not let me down do not let me down do not let me down do not let me down do not let me let down Can you dig it? do not let me down,"['Joyful activation', 'Solemnity', 'Tenderness']"
Placebo,Rock,Bosco,Loud Like Love,I love you more than any man But something 's getting in the way I do you harm because I can For the second time today Victims we are not of happenstance But you are a victim all the same Stuck inside a circumstance With your confusion and your blame And when I get drunk You take me home And keep me safe From harm When I get drunk You take me home I ask you for another second chance But then I drink it all away And I get bellicose when you react Full of frustration and dismay I was so delicate when we began So tender when I spoke your name But now i am nothing but a partisan To my compulsion and my shame And when I get drunk You take me home And keep me safe From harm When I get drunk You take me home You know i am grateful I appreciate But in fact it is baleful How I suck you dry How I suck you dry How I suck you dry How I suck you How I suck you dry How I suck you dry How I suck you dry I love you more than any man But I seem to lay it all to waste I do you harm because I can With a joke in questionable taste i have such duplicity at my command So I keep on lying to your face Then I run away to wonderland And disappear without trace And when I get drunk You take me home And keep me safe From harm When I get drunk You take me home You know i am grateful I appreciate But in fact it is baleful How I suck you dry How I suck you dry How I suck you dry How I suck you,"['Sadness', 'Tenderness', 'Tension']"
Miranda Lambert,Country,Pink Sunglasses,The Weight of These Wings,I put ' em on whenever I sit down to read the paper can not explain the way they seem to work like magic I put ' em on to keep it positive do not mean to tell you how to feel But i am a firm believer in the power of the plastic Positive plastic In my pink sunglasses Always makes the world look a little bit better In my pink sunglasses You can try ' em anytime you need a change of the weather For $ 9. 99 i am perfectly disguised When i am walking by I wanna roll my eyes In my pink sunglasses pink sunglasses I was looking for some tortoise shells But these were on sale next to the disposable cameras Tried ' em on and suddenly it occurred to me That buying Little Debbies felt a little more glamorous In the checkout line do not I look good? In my pink sunglasses Always makes the world look a little bit better In my pink sunglasses You can try ' em anytime you need a change of the weather For $ 9. 99 i am perfectly disguised When i am walking by I wanna roll my eyes In my pink sunglasses pink sunglasses I could leave ' em on a beach at a bar on the boat But they always reappear in the pocket of my coat I can not find ' em they always find me My pink sunglasses Always makes the world look a little bit better In my pink sunglasses You can try ' em anytime you need a change of the weather For $ 9. 99 i am completely polarized Sometimes I accidentally go to bed at night In my pink sunglasses pink sunglasses In my pink sunglasses Pink sunglasses,"['Amazement', 'Joyful activation', 'Nostalgia', 'Solemnity']"
Kanye West,Hip-Hop,All Mine,ye,you supermodel thick Damn that ass busting out the bottom I 'm a lose my mind in it Crazy that medulla oblongata Get to rubbing on my lamp Get the genie out the bottle Fuck it up fuck it up Pussy good go ' n back it up Pipe her up I 'm a pipe her up Make her mine I done fell in love Juicy thing make that pussy sing One more time baby do it big Make it cry come boohoo this shit you supermodel thick Damn that ass busting out the bottom I 'm a lose my mind in it Crazy that medulla oblongata Get to rubbing on my lamp Get the genie out the bottle If I pull up with a Kerry Washington that is gong be an enormous scandal I could have Naomi Campbell And still might want me a Stormy Daniels Sometimes you got ta bag the boss up I call that taking Corey Gambles Find yourself up in the food court You might have to enjoy a sample All these thots on Christian Mingle Almost what got Tristan single If you do not ball like him or Kobe Guarantee that bitch gon na leave you Ayy time is extremely valuable And I prefer to waste it on girls that is basic that is just some Ye shit Right now let us do what we want let us have a threesome: me you and a blunt I love your titties ' cause they prove I can focus on two things at once you supermodel thick Damn that ass busting out the bottom I 'm a lose my mind in it Crazy that medulla oblongata Get to rubbing on my lamp Get the genie out the bottle Get the genie out the bottle Let me hit it raw like fuck the outcome Ayy none of us'd be here without cum Ayy if it am not all about the income Ayy ayy let me see you go ahead and spend some Ayy if you driving ' round in some Ayy I 'm a think that you the type to dry snitch Hm mhm if I see you pull up with the three stripes Ayy ayy I 'm a fuck around and make you my bitch you supermodel thick Damn that ass busting out the bottom I 'm a lose my mind in it Crazy that medulla oblongata Get to rubbing on my lamp Get the genie out the bottle Get the genie out the bottle,"['Joyful activation', 'Power', 'Tenderness']"
Jimmy Cliff,Reggae,The Harder They Come,The Harder They Come,Well they tell me of a pie up in the sky Waiting for me when I die But between the day you are born and when you die They never seem to hear even your cry So as sure as the sun will shine i am gon na get my share now what is mine And then the harder they come The harder they fall one and all the harder they come The harder they fall one and all Well the oppressors are trying to keep me down Trying to drive me underground And they think that they have got the battle won I say forgive them Lord they know not what they have done Cause as sure as the sun will shine i am gon na get my share now what is mine And then the harder they come The harder they fall one and all the harder they come Harder they fall one and all And I keep on fighting for the things I want Though I know that when you are dead you can not But i would rather be a free man in my grave Than living as a puppet or a slave So as sure as the sun will shine i am gon na get my share now what is mine And then the harder they come The harder they fall one and all the harder they come Harder they fall one and all the harder they come Harder they fall one and all What I say now What I Say now What I say now What I say one time The harder they come the harder they fall one and all The harder they come the harder they fall one and all,"['Power', 'Sadness', 'Solemnity', 'Tension']"
John Denver,Country,Casey’s Last Ride,Aerie,Casey joins the hallow sound of silent people walking down The stairway to the subway in the shadows down below Following their footsteps through the neon darkened corridors Of silent desperation never speaking to a soul The poison air he is breathing has a dirty smell of dying Cause it is never seen the sunshine and it is never felt the rain But Casey minds the arrows and ignores the fatal echoes Of the clicking of the turnstyle and the rattle of his chain she said Casey it is been so long since i have seen you Here she said just a kiss to make a body smile See she said I put on new stockings just to please you Lord she said Casey can you only stay a while Casey leaves the underground and stops inside the Golden Crown For something wet to wipe away the chill that is on his bones Seeing his reflection in the lives of all the lonely men Who reach for anything thay can to keep from going home Standing in the corner Casey drinks his pint of bitter Never glancing in the mirror at the people passing by And he stumbles as he is leaving and he wonders if the reason Is the beer that is in his belly or the tear that is in his eye she said I suppose you seldom think about me Now she said now that you have a family of your own Still she said it is so blessed good to feel your body Lord she said Casey it is a shame to be alone she said Casey it is been so long since i have seen you Here she said just a kiss to make a body smile See she said I put on new stockings just to please you Lord she said Casey can you only stay a while Lord she said Casey it is a shame to be alone,"['Sadness', 'Tenderness', 'Tension']"
Maxi Priest,Reggae,Loving You Is Easy,Easy to Love,Baby I ’ ve been up and down This whole world I ’ ve been around Something special in you i have found You lift me up when I am down You make it easy Easy to love ya baby You make it easy Easy to love ya baby Girl I know you must be getting tired of the same old line So listen to me trust I ain ’ t never gon na waste your time When ever emotion bust whenever you cross my mind See thought i would seen it all before But you got something that I can not deny Baby I ’ ve been up and down This whole world I ’ ve been around Something special in you i have found You lift me up when I am down You make it easy Easy to love ya baby You make it easy Easy to love ya baby Girl loving you is so easy... Loving you is so easy... See I ’ ve been living it on my own for the longest time And everything it seems so easy ever since you came into my life And I do not really know the reason but I thank God every night And then I say a little prayer for you baby do not ever change your style Baby I ’ ve been up and down This whole world I ’ ve been around Something special in you i have found You lift me up when I am down You make it easy Easy to love ya baby You make it easy Easy to love ya baby Girl loving you is so easy... Loving you is so easy...,"['Amazement', 'Calmness', 'Tenderness']"
Hank Williams,Country,Settin’ the Woods on Fire,Memorial Album,Comb your hair and paint and powder You act proud and i will act prouder You sing loud and i will sing louder; tonight we are setting the woods on fire you are my gal and i am your feller Dress up in your frock of yeller i will look swell but you will look sweller; setting the woods on fire we will take in all the honky tonks tonight we are having fun we will show the folks a brand new dance that never has been done I do not care who thinks we are silly you will be daffy i will be dilly we will order up two bowls of chili; setting the woods on fire i will gas up my hot rod stoker we will get hotter than a poker you will be broke but i will be broker; tonight we are setting the woods on fire we will sit close to one another Up one street and down the other we will have a time brother; setting the woods on fire we will put aside a little time to fix a flat or two My tires and tubes are doing fine but the air is showing through You clap hands and i will start bowing we will do all the law 's allowing Tomorrow i will be right back plowing; setting the woods on fire,"['Amazement', 'Joyful activation', 'Power', 'Solemnity', 'Tenderness', 'Tension']"
50 Cent,Hip-Hop,Patiently Waiting,Get Rich or Die Tryin’,"Em you know you are my favorite white boy right? I owe you for this one I been patiently waiting for a track to explode on! You can stunt if you want and ' ass'll get rolled on it is 50! If it feels like my flow 's been hot for so long! If you thinking I 'm a fucking fall off you are so wrong it is 50! i am innocent in my head like a baby born dead Destination heaven Sit and politic with passengers from 9 / 11 The Lord 's blessings leave me lyrically inclined Shit I am not even got to try to shine God 's the seamstress that tailor - fitted my pain I got scriptures in my brain I could spit at your dame Straight out the good book look niggas is shook 50 fear no man warrior swing swords like Conan Picture me pen in hand writing lines Knowing The Source will quote it When I die they will read this and say a genius wrote it I grew up without my pops should that make me bitter? I caught cases I copped out does that make me a quitter? In this white man 's world i am similar to a squirrel Looking for a slut with a nice butt to get a nut If I get shot today my phone'll stop ringing again These industry niggas am not friends They know how to pretend I been patiently waiting for a track to explode on! You can stunt if you want and ' ass'll get rolled on it is 50! If it feels like my flow 's been hot for so long! If you thinking I 'm a fucking fall off you are so wrong it is 50! I been patiently waiting for a track to explode on! You can stunt if you want and ' ass'll get rolled on it is 50! If it feels like my flow 's been hot for so long! If you thinking I 'm a fucking fall off you are so wrong it is 50! If you are patiently waiting to make it through all the hating Debating whether or not you can even weather the storm As you lay on the table they operating to save you it is like an angel came to you sent from the heavens above They think they are crazy but they am not crazy let us face it shit basically they are just playing sick they am not shit They am not saying shit — spray ' em 50! A to the K get in the way i will bring Dre and them with me And turn this day into fucking mayhem you staying with me? do not let me lose you i am not tryna confuse you When I let loose with this Uzi And just shoot through your Isuzu You get the message? Am I getting through to you? You know what is coming? You motherfuckers do not even know do you? Take some Big and some Pac and you mix ' em up in a pot Sprinkle a little Big L on top what the fuck do you got? You got the realest and illest killers tied up in a knot The juggernauts of this rap shit like it or not it is like a fight to the top just to see who 'd die for the spot You put your life in this nothing like surviving a shot you all know what time it is soon as 50 signs on this dot Shit what you know about death threats ' cause I get a lot Shady Records was eighty seconds away from the towers Some cowards fucked with the wrong building They meant to hit ours Better evacuate all children it is nuclear showers there is nothing spookier You now about to witness the power of fucking 50 I been patiently waiting for a track to explode on! You can stunt if you want and ' ass'll get rolled on it is 50! If it feels like my flow 's been hot for so long! If you thinking I 'm a fucking fall off you are so wrong it is 50! If the gun squad hearing all the shots go off it is 50 they say it is 50 See a nigga laid out with his fucking top blown off it is 50 — man that was not 50 do not holla my name Niggas should not throw stones if you live in a glass house And if you got a glass jaw you should watch your mouth ' Cause i will break your face Have your ass running mumbling to the jake You going against me dawg you making a mistake i will split ya Leave you looking like the Michael Jackson jackets With all them zippers i am the boss on this boat you can call me skipper The way I turn the money over you should call me flipper Your bitch a regular bitch you calling her wifey I fucked and feed her fast food you keeping her icey i am down to sell records but not my soul Snoop said this in ' 94: "" We do not love them hoes. "" I got pennies for my thoughts now i am rich See the twenties spinning looking mean on the six Niggas wearing flags ' cause the colors match they clothes They get caught in the wrong hood And filled up with holes motherfucker I been patiently waiting for a track to explode on! You can stunt if you want and ' ass'll get rolled on it is 50! If it feels like my flow 's been hot for so long! If you thinking I 'm a fucking fall off you are so wrong it is 50! I been patiently waiting for a track to explode on! You can stunt if you want and ' ass'll get rolled on it is 50! If it feels like my flow 's been hot for so long! If you thinking I 'm a fucking fall off you are so wrong it is 50!","['Power', 'Tenderness', 'Tension']"
Rita Marley,Reggae,Woman & A Man,Sunshine After Rain,She is the moon he is the sun Together they become as one She is the warmth he is the wind So sweetly and completely true love begins He plants the seed she bears the fruit The tree of life they share is good She is a bird he is the sky He loves the space and she loves to fly So it takes a woman and a man yes To show the beauty of God 's plan So it takes a woman and a man To show the beauty of God ’ s plan She is the mirror of her man Forever beside him she will stand He is all she needs He gives life to her dreams..! He plants the seed she bears the fruit The tree of life they share is good She is a bird he is the sky He loves the space she loves to fly So it takes a woman and a man To show the beauty of God 's plan All it takes Takes a woman and a man To show the beauty of God 's plan All it takes Takes a woman and a man To show the beauty of God ’ s plan All it takes,"['Amazement', 'Solemnity', 'Tenderness']"
Faith Hill,Country,When the Lights Go Down,Cry,When the lights go down he will be filling a pan with a broom in his hand In some dive across town he will be wiping the bar and mopping the floor Counting his tips and locking the doors Wrestling the Devil that tells him to pour another round When the lights go down she will be calling her friends from her Mercedes Benz But it is too late now They were there for the fame the flash and the thrill For the drop of the name the parties the pills As another star falls from the Hollywood Hills without a sound When the lights go down and there is nothing left to be When the lights go down and the truth is all you see When you feel that hole inside your soul And wonder what you are made of Well we all find out When the lights go down When the lights go down At the end of the day when this game that I play Has gone another round As I lay there alone on this big empty bed With nothing but thoughts of you in my head I think of the things that I wish I had said When you were still around When the lights go down and there is nothing left to be When the lights go down and the truth is all you see And I wonder if all my life 's about The sum of all my fears and all my doubts When the lights go down When the lights go down and there is nothing left to be When the lights go down and the truth is all you see When you feel that hole inside your soul And wonder what you are made of Well we all find out When the lights go down when the lights go down,"['Nostalgia', 'Sadness', 'Tenderness', 'Tension']"
Radiohead,Rock,Nude,In Rainbows,do not get any big ideas they are not gon na happen You paint yourself white And fill up with noise But there 'll be something missing Now that you have found it it is gone Now that you feel it you do not you have gone off the rails So do not get any big ideas they are not gon na happen you will go to hell for what your dirty mind is thinking,"['Sadness', 'Tension']"
​​blink-182,Rock,Fuck a Dog,Take Off Your Pants and Jacket,I wanna fuck a dog in the ass He wants to fuck a dog in the ass I wanna fuck a dog that is right kids I tried to fuck your mom in the ass Tried to fuck your dad in the ass Could only find the dog And his ass We wanna fuck a dog in the ass We wanna fuck a dog in the ass We wanna fuck a dog I tried to fuck a fucking pirate in the ass Ar me and me first mate ya scurvy cur! Tried to fuck a fucking pirate But I found the dog Ar that was no pirate man that was thy own sister! it is a Mexican pirate We wanna fuck a dog in the ass We wanna fuck a dog in the ass Wanna fuck a fucking dog Fuck you!,['Tension']
Busta Rhymes,Hip-Hop,Put Your Hands Where My Eyes Could See,When Disaster Strikes...,Ahh Flipmode Here we come bout to bust and explode Flipmode Busta Bus hot shit Check it out Hit you with no delaying so what you sayin Silly with my nine milli what the deally When I be on the mic yes I do my duty Wild up in the club like we wild in the studio You do not wanna VIOLATE nigga really and truly My main thug nigga named Julio he moody Type of nigga that 'll slap you with the Bitch nigga scared to death act fruity Fuck that look at shorty she a little cutie The way she shake it make me wanna get all in the booty Tapping mistresses banging bitches in videos? Whylin with my freak like we up in the freak shows Hit you with the shit make you feel it all in your toes Hot shit got all you niggas in wet clothes Styling my metaphors when I formulate my flows If you do not know you fucking with lyrical player pros like that Do you really wanna party with me Let me see just what you got for me Put all your hands where my eyes can see Straight buckwilding in the place to be If you really wanna party with me Let me see just what you got for me Put all your hands where my eyes can see Straight buckwilding in the place to be If you really wanna party with me In God We Trust it is a must that you heard of us we murderous A lot of niggas is wondering and they curious How me and my niggas do it it is so mysterious Furious all of my niggas is serious Shook niggas be walkin around fearing us Front nigga like you do not wanna be hearing us Got ta listen to how radio be playing us Thirty time a day shit'll make you delirious Damaging everything all up in your it is funny how all the chickens be always serving us All up in between they ass where they wanna carry us Hit ya good then I hit em off with the alias Various chickens they wanna marry us it is Flipmode my nigga you know we bout to bust Seven figure money the label preparing us Bite the dust instead of you making a fuss Niggas know better cause there am not no comparing us Mad at us niggas is never we fabulous Hit my people off with the flow that be marvelous shit my whole clique victorious Taking no prisoners niggas is straight up warriors While you feeling that I know you be feeling so glorious Then I blaze and reminisce on my nigga Notorious Like that like That that that Like that Do you really wanna party with me Let me see just what you got for me Put all your hands where my eyes can see Straight buckwilding in the place to be If you really wanna party with me Let me see just what you got for me Put all your hands where my eyes can see Straight buckwilding in the place to be,"['Joyful activation', 'Power']"
Faith Hill,Country,There You’ll Be,There You’ll Be,When I think back on these times And the dreams we left behind i will be glad ' cause I was blessed to get To have you in my life When I look back on these days i will look and see your face You were right there for me... In my dreams i will always see you soar above the sky In my heart there will always be a place for you for all my life i will keep a part of you with me And everywhere I am there you will be And everywhere I am there you will be Well you showed me how it feels To feel the sky within my reach And I always will remember all The strength you gave to me Your love made me make it through I owe so much to you You were right there for me In my dreams i will always see you soar above the sky In my heart there will always be a place for you for all my life i will keep a part of you with me And everywhere I am there you will be ' Cause I always saw in you my light my strength And I wanna thank you now for all the ways You were right there for me You were right there for me You were right there for me For always In my dreams i will always see you soar above the sky In my heart there will always be a place for you for all my life i will keep a part of you with me And everywhere I am there you will be And everywhere I am there you will be There you will be...,"['Calmness', 'Nostalgia', 'Tenderness']"
