artist,genre,title,album,lyrics,labels
Faith Hill,Country,The Way You Love Me,Breathe,"Dacă aș putea acorda
Tu o dorești
Mi-aș dori să puteți vedea felul în care vă sărutați
Ooh, îmi place să te privesc, iubito
Când mă înnebunești

Ooh, îmi place felul în care tu (râzi și respiri)
Iubește felul în care mă iubești (și zâmbește când mă atingi)
Nu mai există nicăieri, aș prefera să fiu (mă conduce sălbatic)
Ooh, să simt așa cum mă simt cu brațele tale în jurul meu (mă topesc și mă învârt și cad din nou)
Îmi doresc doar să puteți vedea
Felul în care mă iubești (iubește-mă)
Whoa, whoa, whoa, felul în care mă iubești

Nu este corect
Nu este corect
Ce îți lipsește acolo
Într-o zi voi găsi o modalitate de a-ți arăta
Cât de norocos sunt să te cunosc

Ooh, îmi place felul în care tu (râzi și respiri)
Iubește felul în care mă iubești (și zâmbește când mă atingi)
Nu mai există nicăieri, aș prefera să fiu (mă conduce sălbatic)
Ooh, să simt așa cum mă simt cu brațele tale în jurul meu (mă topesc și mă învârt și cad din nou)
Îmi doresc doar să puteți vedea
Felul în care mă iubești (iubește-mă)
Whoa, whoa, whoa, felul în care mă iubești

Ești milionul de motive pentru care
Există dragoste care reflectă în ochii mei

Ooh, îmi place felul în care tu (râzi și respiri)
Iubește felul în care mă iubești (și zâmbește când mă atingi)
Nu mai există nicăieri, aș prefera să fiu (mă conduce sălbatic)
Ooh, să simt așa cum mă simt cu brațele tale în jurul meu (mă topesc și mă învârt și cad din nou)
Îmi doresc doar să puteți vedea
Felul în care mă iubești (iubește-mă)
Whoa, Whoa, Whoa, felul în care mă iubești (iubește-mă)
Whoa, Whoa, Whoa, felul în care mă iubești (iubește-mă)
Whoa, whoa, whoa, felul în care mă iubești

Oh, felul în care mă iubești
Ooh, îmi place felul în care mă iubești
Felul în care mă iubești
Ooh, îmi place felul în care mă iubești
Oh da
Ooh, îmi place felul în care mă iubești
Whoa, whoa, whoa","Amazement, Tenderness"
Manic Street Preachers,Rock,Your Love Alone Is Not Enough,Send Away the Tigers,"Iubirea ta singură
Nu este suficient, nu suficient, nu suficient
Când vremurile devin dure
Oh, devin dure, devin dure, devin dure
Tranzacționează toți eroii tăi
Pentru fantome, pentru fantome, pentru fantome
Sunt întotdeauna cei care
Te iubesc cel mai mult, te iubesc cel mai mult, te iubesc cel mai mult
Iubirea ta singură
Nu este suficient, nu suficient, nu suficient
Este ceea ce ai simțit
Este ceea ce ai spus, ce ai spus, ce ai spus
Ai spus că cerul va
Cad asupra ta, cade pe tine, cazi pe tine
Prin toată durerea
Ochii tăi au rămas albaștri, au rămas albastru, bebeluș albastru

Dar dragostea ta singură nu va salva lumea
Știai secretul universului
În ciuda tuturor, ai înrăutățit
Te-a lăsat singur
Te-a lăsat blestemat

Ai furat soarele
Direct din inima mea, din inima mea, din inima mea
Fără scuze
Tocmai s-a destrămat, s-a destrămat, s-a destrămat
Nu, nu vei face
O mizerie de mine, mizerie de mine, mizerie de mine
Căci ești la fel de orb ca
Un om poate fi, omul poate fi, omul poate fi

Aș fi putut vedea pe kilometri și mile
Aș fi putut să te fac să te simți în viață
Aș fi putut să ne așez în exil
Aș fi putut să vă arăt cum să plângi
Iubirea ta singură nu este suficientă
Iubirea ta singură nu este suficientă

La la la la la la la la
Te-aș fi putut arăta
Îți arăt cum să plângi
Iubirea ta singură nu este suficientă
Iubirea ta singură","Sadness, Solemnity, Tenderness, Tension"
The Rolling Stones,Rock,Sympathy for the Devil,Beggars Banquet,"Vă rog să-mi permiteți să mă prezint
Sunt un om de bogăție și gust
Sunt în jur de un an lung
A furat mulți suflet și credință a unui om
Am fost „rotund când Iisus Hristos
A avut momentul său de îndoială și durere
A fost al naibii de sigur că Pilatul
Și-a spălat mâinile și și-a sigilat soarta

Încântat să vă cunosc, sper să-mi ghiciți numele
Dar ceea ce te încurcă este natura jocului meu

Am rămas în jurul Sankt Petersburg
Când am văzut că a fost un moment pentru o schimbare
A ucis țarul și miniștrii săi
Anastasia a țipat în zadar
Am călărit un rezervor, am deținut un rang general
Când blitzkrieg a făcut furori și trupurile au rămas

Încântat să vă cunosc, sper să-mi ghiciți numele
Dar ceea ce te încurcă este natura jocului meu

Am privit cu glee în timp ce regii și reginele tale
Luptat timp de zece decenii pentru zeii pe care i-au făcut
Am strigat: ""Cine i-a ucis pe Kennedys?""
La urma urmei, am fost tu și cu mine
Lasă-mă să mă prezint
Sunt un om de bogăție și gust
Și am pus capcane pentru trubaduri
Care sunt uciși înainte de a ajunge la Bombay

Încântat să vă cunosc, sper să-mi ghiciți numele
Dar ceea ce te încurcă este natura jocului meu
Oh, da, coboară greu!


Încântat să te cunosc, sper să-mi ghicești numele, da, da
Dar ceea ce te confruntă este doar natura jocului meu

La fel cum fiecare polițist este un criminal
Și toți Sfinții Sinners
Ca capete sunt cozi, spune-mi doar Lucifer
Pentru că am nevoie de o reținere
Deci, dacă mă întâlnești, ai o curtoazie
Au ceva simpatie și un gust
Folosește-ți toată politica bine învățată
Sau îți voi pune sufletul pentru a pierde

Încântat să vă cunosc, sper că mi-ați ghicit numele
Dar ceea ce te încurcă este natura jocului meu","Calmness, Power, Solemnity"
Peter Tosh,Reggae,Oh Bumbo Klaat,Wanted Dread & Alive,"Oh Bumbo Klaat, Oh Ras Klaat
Oh Bumbo Klaat, Oh Ras Klaat

Am spus că am venit pe acest pământ
Să-l ghidez și să-l învăț pe semenii mei
Dar un lucru pe care nu-l pot depăși
Este motivul pentru care nu-i iubesc pe fratele său bărbat

Oh Bumbo Klaat, Oh Ras Klaat
Oh Bumbo Klaat, Oh Ras Klaat

Uneori stau și mă uit în jur
Și ascultați The Daily Sound
Dar când verific, sunt atât de multe minciuni
Și acesta este motivul pentru care copiii plâng

A trecut atât de mult, avem nevoie de o schimbare
Deci, rahatul pe care trebuie să-l rearanjăm
Și dacă există obstacole în drum
Trebuie să le aruncăm peste bord

Oh Bumbo Klaat, Oh Ras Klaat
Oh Bumbo Klaat, Oh Ras Klaat

Într-o noapte, un spirit rău m-a ținut jos
Nu puteam să scot un singur sunet
Până când Jah mi-a spus: „Fiule, folosește cuvântul”
Și acum sunt la fel de liber ca o pasăre

Oh Bumbo Klaat, Oh Ras Klaat
Oh Bumbo Klaat, Oh Ras Klaat","Calmness, Nostalgia, Power, Solemnity"
Buju Banton,Reggae,Close One Yesterday,Inna Heights,"Încă o zi în luptă
Haffi ridică-te și pleacă jonglă, ai terminat să știi
Apă și puțină zahăr inna pe care o tigaie
Eu nu caută probleme niciun om
Oh, oh

A spus, am avut unul aproape ieri
Jah a pus un înger peste mine
Fii puternic
Țineți o meditație fermă
Într-o zi lucrurile trebuie să se îmbunătățească
Nu coborâți, țineți-vă capul deasupra apei
Spune, într-o zi lucrurile trebuie să se îmbunătățească
Fii puternic
Și zic, deține o meditație fermă
Într-o zi lucrurile trebuie să se îmbunătățească
Nu coborâți, țineți-vă capul deasupra apei
Scanda, într-o zi lucrurile trebuie să se îmbunătățească

Bogații este înțelept în propria sa concepție
Dar prostul cu supravegherea îl caută
Bietul om plâng, bogățiile bogate cresc
Am spus, nu te întristați, bogățiile nu sunt pentru totdeauna
Invidie nu opresorul, nu alege niciuna dintre căile sale
Nu fi înțelept în ochii tăi, doar jah trebuie să laudezi
Străduiește-te nu cu un bărbat fără cauză
Dacă nu ți-a făcut niciun rău, lăsați-le să fie principale

A spus, am avut unul aproape ieri
Jah a pus un înger peste mine
Fii puternic
Și zic, deține o meditație fermă
Într-o zi lucrurile trebuie să se îmbunătățească
Nu coborâți, țineți-vă capul deasupra apei respective
Într-o zi lucrurile trebuie să se îmbunătățească
Fii puternic
Și zic, deține o meditație fermă
Într-o zi lucrurile trebuie să se îmbunătățească
Nu coborâți, țineți-vă capul deasupra apei
Spune, într-o zi lucrurile trebuie să se îmbunătățească

Acest lucru de la 9 la 5 este o glumă în comparație cu presiunea
Ministrul spune că economia se îmbunătățește
Înșelătorind oamenii, masa încă suferă
Oh Jah, beneficii rare și pradă
Oh
Jah știe că o simțim, woah, woah, woah, woah
Zi și noapte plângem, plângem
Jah știe că o simțim, woo, woo, woo
Cine poate ajuta un suflet plâns ca mine?

A spus, am avut unul aproape ieri
Jah a pus un înger peste mine
Fii puternic
Și zic, deține o meditație fermă
Într-o zi lucrurile trebuie să se îmbunătățească
Nu coborâți, țineți-vă capul deasupra apei respective
Într-o zi lucrurile trebuie să se îmbunătățească
Fii puternic
Și mă balez, dețin o meditație fermă
Într-o zi lucrurile trebuie să se îmbunătățească
Nu coborâți, țineți-vă capul deasupra apei
Spune, într-o zi lucrurile trebuie să se îmbunătățească

Bogații este înțelept în propria sa concepție
Dar săracii cu supraestimări îl caută
Bietul om plâng, bogățiile bogate cresc
Am spus, nu te întristați, bogățiile nu sunt pentru totdeauna
Invidie nu opresorul, nu alege niciuna dintre căile sale
Nu fi înțelept în ochii tăi, doar jah trebuie să laudezi
Străduiește-te nu cu unul fără cauză
Dacă nu ți-au făcut niciun rău, lăsați-le să fie bygones

A spus, am avut unul aproape ieri
Jah a pus un înger peste mine
A spus, am avut unul aproape ieri
Jah Jah a pus un înger-Și zic, fii puternic, oh, oh
Țineți o meditație fermă
Într-o zi lucrurile trebuie să se îmbunătățească
Nu coborâți, țineți-vă capul deasupra apei
Scanda, într-o zi lucrurile trebuie să se îmbunătățească
Fii puternic
Și mă balez, dețin o meditație fermă
Într-o zi lucrurile trebuie să se îmbunătățească
Nu coborî, țineți-vă capul deasupra apei
Într-o zi lucrurile trebuie să se îmbunătățească ...","Calmness, Power, Solemnity, Tension"
The Sisters of Mercy,Rock,Temple of Love,Temple Of Love,"Cu focul de la artificii deasupra mea
Cu o armă pentru un iubit și o lovitură pentru durerea la îndemână
Alergi pentru acoperire în templul iubirii
Alergi pentru altul, dar totuși la fel
Căci vântul îmi va arunca numele pe acest pământ
În templul iubirii te ascunzi împreună
Crezând durerea și frica afară
Dar cineva de lângă tine călărește vremea
Iar lacrimile pe care le-a plâns vor ploua pe ziduri
La fel de larg ca ochii iubițiilor
În templul iubirii, strălucește ca tunetul
În templul iubirii, plânge ca ploaia
În templul iubirii, auzi-mi chemarea
În templul iubirii, auziți-mi numele
Și diavolul în rochie neagră se uită peste
Îngerul meu păzitor se îndepărtează
Viața este scurtă și iubirea s-a terminat întotdeauna dimineața
Vântul negru vine să mă ducă departe
Odată cu lumina soarelui a murit și noaptea deasupra mea
Cu o armă pentru un iubit și o lovitură pentru durerea din interior
Alergi pentru acoperire în templul iubirii
Alergi pentru altul, este la fel
Căci vântul îți va sufla și îți va arunca pereții deoparte
Cu focul de la artificiile de sus
Cu o armă pentru un iubit și o lovitură pentru durere
Alergi pentru acoperire în templul iubirii
Strălucește ca tunetul, plânge ca ploaia
Iar dragostea templului îmbătrânește și puternic
Dar vântul suflă mai puternic și lung
Iar templul iubirii va cădea înaintea noastră
Vântul negru nu-ți mai sună numele
În cerul negru tunet mătura subteran
Și peste sunetele de apă plângând plângând
Nu îți va salva credința pentru cărămizi și visuri pentru mortar
Toate rugăciunile tale trebuie să pară nimic, la nouăzeci și șase sub val
Când piatra este praf și rămâne doar aer
În templul iubirii, strălucește ca tunetul
În templul iubirii, plânge ca ploaia
În templul iubirii, auzi chemarea
Și templul iubirii
Cade
În templul iubirii, strălucește ca tunetul
În templul iubirii, plânge ca ploaia
În templul iubirii, auzi-mi chemarea
În templul iubirii, auziți-mi numele
În cerul negru tunet mătura subteran
Și peste sunetele de apă plângând plângând
Nu îți va salva credința pentru cărămizi și visuri pentru mortar
Toate rugăciunile tale trebuie să pară nimic, la nouăzeci și șase sub val
Când piatra este praf și aer rămâne
Singurul refugiu în care nu poți avea încredere
Și diavolul în rochie neagră se uită peste
Îngerul meu păzitor se îndepărtează
Viața este scurtă și iubirea s-a terminat întotdeauna dimineața
Vântul negru vine să mă ducă departe
Cu focul de la artificiile de sus
Cu o armă pentru un iubit și o lovitură pentru durere
Alergi pentru acoperire în templul iubirii
Strălucește ca tunetul, plânge ca ploaia
Iar dragostea templului îmbătrânește și puternic
Dar vântul suflă mai puternic și lung
Iar templul iubirii va cădea înaintea noastră
Vântul negru nu-ți mai sună numele
În templul iubirii te ascunzi împreună
Crezând durerea și frica afară
Dar cineva de lângă tine călărește vremea
Iar lacrimile pe care le-a plâns vor ploua pe ziduri
La fel de larg ca ochii iubițiilor
În templul iubirii, strălucește ca tunetul
În templul iubirii, plânge ca ploaia
În templul iubirii, auzi-mi chemarea
În templul iubirii, se încadrează","Nostalgia, Sadness, Tenderness, Tension"
Lauryn Hill,Hip-Hop,War in the Mind (Freedom Time),MTV Unplugged 2.0,"Toată lumea știe că vinovați
Toată lumea știe că au mințit
Toată lumea știe că vinovați
Sprijinindu-se pe conștiința lor mâncându-și interiorul
Este libertate, a spus că este timpul libertății acum
Este libertate, a spus că este timpul libertății acum
E timpul să vă eliberați sau să vă dați acum
Este libertate, a spus că este timpul libertății

Eu, există un război în minte, pe teritoriu
Pentru Dominion
Cine va domina opinia
Skisme și isms, ne păstrează în forme de religie
Conformați-ne viziunea noastră
La decizia Bisericii Mondiale
Prins într-o secțiune
Supus alegerilor comisiei
Infecție morală
Minciuni epidemice și înșelăciune
Insurecţie
De cea mai înaltă ordine posibilă
Desetterin 'Tape Recorders
De la a auzi ca sub apă
Dincolo de granițe
Găsiți păcatul în dezordine
Legat de strategie
O depravare sistematică
Greu ca gravitația
Îndreptați-vă mai întâi în cavitate
Fără fund
O soartă, mai rea decât Sodoma
Ce le-a fost, beat de spirite
Adevărul vine, nu-l auzim
Când ai fost, programat să te temi
Am avut o viziune pe care o cădeam în Indivision
Apallin ', apelând religios
Unele programe la televizor
Cum poate, înțelepciune dominantă
Să fie recunoscut în sistem
De anti-cresc, majoritatea reglementează
Proști inteligenți
Doctoranzi în iluzie
Maestri ai confuziei în masă
Bachelor în distracția din trecut
Acum pe cine alegi?
Capul sau coada
Vărsarea de sânge a bărbatului
Sau încredere în poveste
Conferințele sunt Yale
Discutați despre doctrinele lui Baal
Ca oamenii să eșueze
Păstrați-l pe al treilea în închisoare
Cuvântul lui a bătut în cuie
Totul pentru copac
Împărțit-mă pe toți
Din tot ce eram înainte
Fără formă și nul
Total paranoic
Bucurați-vă de întuneric ca Domn
Păstrează-mă de sabie
Bloc pentru milă
Amar decât Cerasee
Flămând și sete
Pentru carne bună am mânca
Și totuși, a luat masa la masa înșelăciunii
Cât de incomplet
De la confruntare la retragere
Ne aparținem, în adevărații dușmani înfrângeri
Destituit într-o necesitate
Provoacă disperarea de a obține tot ce este mai bun din mine
Pedeapsa până nu mi-a mai rămas nimic
Realizează moartea inevitabilă a mea
Fără opțiuni în valea deciziei
Singura doctrină, circumcizia supranaturală
În interior, numai apa poate curăța inima
De la cuvinte la săgeți înflăcărate
Aruncat de muncitorii artelor
Nelegiuire, formă în
Nu există nicio scăpare când
Întreaga ta filozofie este subțire de hârtie
În vanitate
Drumul larg este nebunia
Ar putea fi totul umanitate
Poza asta
Scriptura asta
Originea inimii unui om este neagră
Cum ne putem prezenta
Un război invizibil
Preocupat de o umbră, făcând dragoste cu o curvă
Achin 'în răni
Babilon, marele mister
Mama istoriei umane
Sistem de vrăjitorie socială
Starea noastră actuală
Are nevoie de recunoaștere serioasă
În cazul în care nu există pocăință, nu poate exista admitere
Și această sentință, mai gravă decât Vietnamul
Bomba atomului și Saddam și ministrul Farrakhan
Ce se întâmplă, ce este o prioritate pentru tine
Prin ce autoritate îți face
Majoritatea nu are niciun indiciu
Ne-am specializat în blesteme
Căutați în capitole, verificați versetele
Recuperați pământul
Scoateți marcajul din mâinile noastre
Deci putem sta în picioare
În acord cu comanda sa
Orice altceva este blestemat
Lasă-le cu urechi să înțeleagă
Orice altceva este blestemat, lăsați-le cu urechi să înțeleagă

Este libertate, a spus că este timpul libertății acum
Este libertate, a spus că este timpul libertății acum
Este libertate, sunt cine sunt eu
Este timpul libertății, a spus că este timpul libertății
Toată lumea știe că au mințit
Toată lumea știe că au perpetuat în interior
Toată lumea știe că sunt vinovați, da
Sprijinindu-se pe conștiința lor mâncându-și interiorul
Fii gratuit, fii cine ar trebui să fii
Libertate, a spus că este timpul libertății acum
Libertate, a spus că este timpul libertății
Libertatea, timpul libertății acum","Power, Solemnity, Tension"
Radiohead,Rock,Ful Stop,A Moon Shaped Pool,"Chiar ai încurcat totul
Chiar ai încurcat totul
Dacă ai putea să-l iei din nou înapoi
Strângeți Tinderbox
De ce ar trebui să fiu bun dacă nu ești?
Acesta este un medicament cu degustare neplăcută
Un medicament cu degustare neplăcută
Pentru a fi prins în oprirea completă

Adevărul te va încurca, adevărul te va încurca
Adevărul te va încurca, adevărul te va încurca
Adevărul te va încurca, adevărul te va încurca
Adevărul te va încurca, adevărul te va încurca
Adevărul te va încurca (toate vremurile bune)
Adevărul te va încurca
Adevărul te va încurca (toate vremurile bune)
Adevărul te va încurca
Adevărul te va încurca (toate vremurile bune)
Adevărul te va încurca
Adevărul te va încurca (toate vremurile bune)
Adevărul te va încurca
Adevărul te va încurca (toate vremurile bune)
Adevărul te va încurca
Adevărul te va încurca (toate vremurile bune)
Adevărul te va încurca
Adevărul te va încurca (toate vremurile bune)
Adevărul te va încurca
Adevărul te va încurca (toate vremurile bune)
Când mă iei înapoi
Du-mă din nou
Mă vei lua înapoi
Du-mă din nou

Chiar ai încurcat
Chiar ai încurcat
Chiar ai încurcat
Chiar ai încurcat de data asta
Chiar ai încurcat
Chiar ai încurcat
Chiar ai încurcat
Chiar ai încurcat de data asta
Chiar ai încurcat
Chiar ai încurcat
Chiar ai încurcat
Chiar ai încurcat de data asta","Nostalgia, Sadness, Tension"
Creed,Rock,Bullets,Weathered,"Mergând în jur aud sunetele pământului căutând ușurare
Încerc să găsesc un motiv pentru a trăi
Dar dezgrobează-mi calea
Oh, acești spini din partea mea
Oh, acești spini din partea mea
Știu că am ceva gratuit
Am ceva atât de viu
Dar cred că trag pentru că vor
Cred că trag pentru că vor
Cred că trag pentru că mă vor

Simt forțe în jurul meu
Hai să ridici capul
Cei care se ascund în spatele umbrelor
Trăiește cu tot ce e mort

Uită-te la mine, uită-te la mine, uită-te la mine, uită-te la mine
Cel puțin priviți-mă când trageți
Un glonț prin capul meu
Prin capul meu, prin capul meu

În viața mea când sunt dezgustat
Gelozie și minciuni
Râd cu voce tare pentru că viața mea
A intrat în mintea altcuiva

Uită-te la mine, uită-te la mine, uită-te la mine, uită-te la mine
Cel puțin priviți-mă când trageți
Un glonț prin capul meu
Prin capul meu, prin capul meu

Hei, tot ce vreau este ceea ce este real
Ceva ce ating și pot simți
O voi ține aproape și nu o voi lăsa niciodată să plece
A spus de ce, de ce trăim această viață
Cu toată această ură în interior?
Îl voi da
Pentru că nu mai vreau
Vă rog să mă ajutați să găsesc un loc
Undeva departe
Da, mă voi duce și nu mă vei mai vedea niciodată

Uită-te la mine, uită-te la mine
Cel puțin priviți-mă când trageți
Un glonț prin capul meu
Prin capul meu, prin capul meu

Uită-te la mine, uită-te la mine
Cel puțin priviți-mă când trageți
Un glonț prin capul meu
Prin capul meu, prin capul meu

Uită-te la mine
Uită-te la mine","Power, Sadness, Solemnity, Tension"
Johnny Cash,Country,"Cry, Cry, Cry",Johnny Cash With His Hot and Blue Guitar,"Toată lumea știe unde te duci când apune soarele
Cred că trăiești doar pentru a vedea luminile orașului
Mi-am pierdut timpul când voi încerca, încerca, încerc
Pentru că când luminile și-au pierdut strălucirea, veți plânge, plângeți, plângeți

În curând, daddies-urile tale de zahăr vor fi dispărute
Te vei trezi o zi rece și vei găsi că ești singur
O să-mi suni, dar o să-ți spun: „La revedere, la revedere!”
Când mă întorc și mă îndepărtez, vei plânge, plângi, plângi

O să plângi, să plângi, să plângi și vei plânge singur
Când toată lumea este uitată și ești lăsat pe cont propriu
O să plângi, să plângi, să plângi

Mă trezesc noaptea să aștept până când intri
Stai puțin și apoi ești plecat din nou
Fiecare întrebare pe care o pun, primesc o minciună, minciuna, minciuna
Pentru fiecare minciună pe care o spuneți, veți plânge, plângeți, plângeți

Când iubirea ta vicleană îmbătrânește, nimeni nu va avea grijă de tine
Atunci te vei întoarce la mine pentru o mică dragoste care este adevărat
Îți voi spune nu și atunci mă vei întreba: „De ce, de ce, de ce?”
Când îți amintesc de toate acestea, vei plânge, plânge, plânge

O să plângi, să plângi, să plângi și mă vei dori atunci
O să doară când te vei gândi la prostul despre care ai fost
O să plângi, să plângi, să plângi","Nostalgia, Power, Sadness, Tenderness"
The Mighty Diamonds,Reggae,Right Time,When the Right Time Come (I Need a Roof),"Natty Dread nu va fugi niciodată, nu nu nu
Natty Dread nu va fugi niciodată
Marcus Garvey Profesy spune, oh da, da
Om, du-l să-l găsești înapoi pe perete, ooh da
Este un amar
Când va veni momentul potrivit, Doamne, unii sunt o trădere de trădare
A când vine momentul potrivit, da, oare o taxă de arson
A când vine momentul potrivit, Doamne, unii o cuceresc în sarcina
A când va veni omul de avocat
A când vine parohul, el o citată de scriptură
Câmpul de înghițire a fost în a, câmpul de luptă, da, da, da
Natty Dread nu va fugi niciodată, nu nu nu
Natty Dread nu va fugi niciodată, nu frații mei
Dis ya o profeție, ține-l pe Dem Marcus
Dis ya o profeție, ține-l pe Dem Marcus
(..)
Câmpul de înghițire a fost în a, câmpul de luptă, da, da, da
Natty Dread nu va fugi niciodată, nu nu nu
Natty Dread nu va fugi niciodată, nu frații mei
Dis ya o profeție, oh, da, dis ya profeție
A când vine momentul potrivit, da, unii o taxează pe o trădare
A Când vine momentul potrivit, unii o taxează în percepție
A când vine momentul potrivit, oh, da, unii o omor
A când va veni omul de avocat
A când vine parohul, da, el o citată de scriptură
Câmpul de înghițire a fost, da, câmpul de luptă
Câmp, câmp, da, da, da
Natty Dread nu va fugi niciodată, nu nu nu
Natty Dread nu va fugi niciodată, nu nu ..","Joyful activation, Power, Solemnity"
Alan Jackson,Country,Freight Train,Freight Train,"Tocmai am coborât de la Chippewa
Avea un vagon de stație și o sută de dolari
Gândindu-mă la fata pe care am pierdut-o cu un an înainte
Nu o mai văzusem de ceva vreme
Am crezut că pot continua
Când memoria ta a intrat inundat și ai închis acea ușă

Aș vrea să fiu un copil cu trenul de marfă
Aș vrea să fiu locomotivă diesel
Aș veni să-ți fluiere pe pista ta prăbușindu-te în ușa ta
Aș vrea să fiu un copil cu trenul de marfă
Aș vrea să nu am inimă
Ai nevoie de o lopată pentru cărbune doar pentru a mă începe
Aș vrea să fiu un copil cu trenul de marfă
Aș vrea să fiu un copil cu trenul de marfă
Aș vrea să fiu un tren de marfă

Ei bine, de fiecare dată când vorbesc cu tine, vă aud liniile geloase
Simt că am fost lăsat abandonat pe o parte veche a căii ferate
Și de fiecare dată când vă aud vocea, apa mea devine rece
Stokerul meu nu va stoca și cazanul meu nu va fierbe

Aș vrea să fiu un copil cu trenul de marfă
Aș vrea să fiu locomotivă diesel
Aș veni să-ți fluiere pe pista ta prăbușindu-te în ușa ta
Aș vrea să fiu un copil cu trenul de marfă
Aș vrea să nu am inimă
Ai nevoie de o lopată pentru cărbune doar pentru a mă începe
Aș vrea să fiu un copil cu trenul de marfă
Aș vrea să fiu un copil cu trenul de marfă
Aș vrea să fiu un tren de marfă

Ei bine, de fiecare dată când am căzut în urmă, nu puteam să merg mai departe
Mi-aș dori ca cineva să tragă pârghia și să-mi dea un mic nisip
Și de fiecare dată când mă strecurez și mai departe înapoi
Mi-aș dori ca un om de comutare să iasă din ceață și să-mi schimbe pista

Aș vrea să fiu un copil cu trenul de marfă
Aș vrea să fiu locomotivă diesel
Aș veni să-ți fluiere pe pista ta prăbușindu-te în ușa ta
Aș vrea să fiu un copil cu trenul de marfă
Aș vrea să nu am inimă
Ai nevoie de o lopată pentru cărbune doar pentru a mă începe
Aș vrea să fiu un copil cu trenul de marfă
Aș vrea să fiu un copil cu trenul de marfă
Aș vrea să fiu un tren de marfă","Nostalgia, Power, Sadness, Tenderness"
De La Soul,Hip-Hop,All Good?,Art Official Intelligence: Mosaic Thump,"Oooh noo-ohhh, noo-ohhh
Oooh noo-ohhh, noo-ohhh!
Oooh noo-ohhh, noo-ohhh
Oooh noo-ohhh, noo-ohhh!

Nu este totul bun și acesta este adevărul
Thangs nu merge așa cum crezi că ar trebui, totul este pe tine
Nu este totul bun și acesta este adevărul
Thangs nu merge așa cum crezi că ar trebui, totul este pe tine

Nu-mi pasă de ceea ce crezi că vezi
Lucrurile pe care vrei să le știi când mă privești
Dumnezeu știe că am trecut și mi-a plătit cotizațiile
Nu pot schimba cum te simți, pentru că totul este pe tine, woah, oh, da

Mi-aș dori asta, ai putea fi un pic mai în avans
Cântăriți situația cum doriți (corect)
Iubirea pe care o pretindeți este doar un cuvânt de patru litere
A treia scrisoare este invitată, așa că vizualizați verbul
Te curbezi valuri de gândire când te descurci cu candelabra
Așa că stai pe copilul Grand
Transmiterea ca și cum ai fi făcut din om
Dar pictezi o față amuzantă ca un pui
Când te văd, îți spun repede că uhh

Nu este totul bun și acesta este adevărul
Thangs nu merge așa cum crezi că ar trebui, totul este pe tine
Nu este totul bun și acesta este adevărul

Nu-mi vine să cred că am construit această mare plăcintă de pizza împreună
Fără piper
Da, ai vrut brânză în plus, uneori ți-am dat extra
Cum am împărțit felii precum teoria Mării Roșii
Am fost Moise disprețuit fără speranță de Thorn Zapora
Am încercat să aduci acea viață de basm, ai vrut groază
Dar microscopul meu nu a putut vedea sau face față cu asta
A trebuit să mă prind de asta și te-am lăsat mort în mare
Este mai bine pentru mine, sunt mulțumit de reîncărcare pentru D

Am fost certificate fierbinți, apoi am căzut la căldură
Acum ne întoarcem la fața locului, susținând că nu a fost niciodată dispărut
Niggas care ne-au tăiat, vor să ne reacționeze acum
(Fetele care ne-au periat, spun că vor ca niște #să apeleze)
Da, dau fundul acela un număr și niște cherestea la grăsime
Acum prinde o curbă din lovitura mea (sau arată-mi iubirea de cărămidă)
Așa că rămâneți la același plan, nu veniți să-mi dau mâna
Ca și cum am peeps, nu este carne de vită, dar asigurați-vă că înțelegeți
Între noi, nu este totul

Nu este totul bun și acesta este adevărul
Thangs nu merge așa cum crezi că ar trebui, totul este pe tine
Nu este totul bun și acesta este adevărul
Thangs nu merge așa cum crezi că ar trebui, totul este pe tine

Îi vezi pe copii să facă față ceea ce am făcut am făcut față
Întotdeauna acolo schema!
Ei sunt constante pentru momentul în care ne pot scoate de pe bloc
De ce se aud întotdeauna?
Oamenii tăi ar putea avea spatele, dar trebuie să-ți urmărești fața
Într-adevăr, nu este nimic garantat
Acesta este adevărul! Lucrurile nu merg așa cum crezi că ar trebui
Multe spun că vor să meargă la dimensiunea mea 10
Bine atunci; Iată o pereche
Lace să-i strângi, atunci s-ar putea să simți ceea ce mi-a fost tratat
Nu vedeți că nu sunt băieți tineri aici; păstra un cap clar
Încerc să-mi țin buzunarele pe umplute, cum ar fi capetele de cerb
Pe perete, așa că toată biliara pe care o obținem de la y'all nu faza
Deci, minte-ți biz și pleacă
Pentru că nu te voi lăsa niciodată în labirintul meu

Nu-mi pasă de ceea ce crezi că vezi
Lucrurile pe care vrei să le știi când mă privești
Dumnezeu știe că am trecut și mi-a plătit cotizațiile
Nu pot schimba cum te simți, pentru că totul este pe tine, woah, oh, da

Nu este totul bun și acesta este adevărul
Thangs nu merge așa cum crezi că ar trebui, totul este pe tine
Nu este totul bun și acesta este adevărul
Thangs nu merge așa cum crezi că ar trebui, totul este pe tine","Nostalgia, Sadness, Tension"
